name,category_list,funding_total_usd,country_code,state_code,founded_at,funding_rounds,first_funding_at,last_funding_at,status_binary
Fits.me,"['E-Commerce', 'Fashion', 'Retail Technology', 'SaaS']",14250000.0,GBR,H9,2010-03-01 00:00:00.000000000,3,2010-09-22,2014-10-24,1
Fitscript,"['Biotechnology', 'Diabetes', 'Fitness', 'Health and Wellness']",41358853.86867132,USA,CT,2012-09-20 00:00:00.000000000,1,2014-10-28,2014-10-28,0
FitStar,['Health and Wellness'],5000000.0,USA,CA,2012-04-01 00:00:00.000000000,2,2012-12-20,2013-06-20,1
Fiture,['Alumni'],12500.0,SGP,unknown,2011-04-20 13:31:02.880490288,1,2015-08-01,2015-08-01,0
Fitwall,"['Exercise', 'Fitness', 'Startups']",41358853.86867132,USA,CA,2010-03-15 13:31:02.880490288,1,2014-06-26,2014-06-26,1
Five Below,['Specialty Retail'],194000000.0,USA,PA,2006-07-03 13:31:02.880490288,1,2010-10-14,2010-10-14,1
Five minutes,['Games'],5000000.0,CHN,23,2004-10-03 13:31:02.880490288,3,2009-01-14,2010-06-01,0
Five Prime Therapeutics,"['Biotechnology', 'Health and Wellness', 'Health Care']",145540487.0,USA,CA,2002-01-01 00:00:00.000000000,6,2005-02-08,2014-03-26,1
Five Star Painting,"['Consumers', 'Franchises', 'Services']",300000.0,SGP,unknown,2001-01-01 00:00:00.000000000,1,2008-08-08,2008-08-08,0
Five Star Technologies,"['Electrical Distribution', 'Electronics']",17722860.0,USA,OH,1999-01-01 00:00:00.000000000,4,2003-10-10,2009-11-24,0
Five9,"['Enterprise Software', 'Technology']",114100000.0,USA,CA,2001-01-01 00:00:00.000000000,8,2004-04-28,2014-03-10,1
FiveRuns,"['Curated Web', 'Web Development']",9200000.0,USA,TX,2005-02-01 00:00:00.000000000,2,2005-09-01,2007-10-28,1
Fixmo,['Security'],31000000.0,CAN,ON,2009-07-01 00:00:00.000000000,5,2010-02-01,2013-01-22,1
FK Biotecnologia,"['Biotechnology', 'Medical Devices', 'Nanotechnology']",338834.0,BRA,23,1999-01-01 00:00:00.000000000,1,2000-10-01,2000-10-01,0
FL Print - Easyflyer,['Printing'],15515606.656651298,SGP,unknown,2007-03-19 13:31:02.880490288,1,2011-06-30,2011-06-30,1
Flaconi,"['Beauty', 'Cosmetics', 'E-Commerce', 'Internet', 'Online Shopping']",15515606.656651298,SGP,unknown,2011-01-01 00:00:00.000000000,1,2012-08-01,2012-08-01,1
Flagr,['Mobile'],41358853.86867132,USA,NY,2001-11-19 13:31:02.880490288,1,2006-03-02,2006-03-02,0
Flareo,['Search'],700000.0,USA,CA,2010-04-01 00:00:00.000000000,1,2011-10-22,2011-10-22,0
Flarion Technologies,"['Communications Hardware', 'Mobile', 'Telecommunications']",41358853.86867132,USA,NJ,1999-03-27 13:31:02.880490288,1,2003-07-08,2003-07-08,1
Flash Ventures,['Manufacturing'],611387.0,USA,NY,2002-01-01 00:00:00.000000000,2,2010-01-29,2010-08-12,0
Flashline,['Information Technology'],11000000.0,SGP,unknown,1997-11-17 13:31:02.880490288,2,2002-02-28,2002-11-18,1
FlashSoft,"['Networking', 'Software', 'Storage', 'Virtualization']",3000000.0,USA,CA,2009-11-25 00:00:00.000000000,1,2011-06-28,2011-06-28,1
FlatBurger,['Software'],6750000.0,USA,NY,2001-12-15 13:31:02.880490288,2,2006-03-28,2007-05-23,0
Flatora,['E-Commerce'],750000.0,RUS,48,2011-12-23 00:00:00.000000000,1,2012-01-01,2012-01-01,0
flaveit,"['Networking', 'Social Media']",300000.0,SGP,unknown,2011-09-15 00:00:00.000000000,1,2011-09-01,2011-09-01,0
Flavour,['Apps'],1125000.0,USA,NY,2014-01-01 00:00:00.000000000,1,2014-04-30,2014-04-30,1
MyRoll,"['Apps', 'Photography', 'Video', 'Video on Demand']",2450000.0,ISR,5,2012-01-01 00:00:00.000000000,2,2012-10-05,2014-04-09,1
Fleck,['Curated Web'],286839.0,NLD,7,2006-11-01 00:00:00.000000000,1,2006-11-01,2006-11-01,0
Fleecs,['Business Services'],50000.0,SGP,unknown,2007-09-20 13:31:02.880490288,1,2012-01-01,2012-01-01,0
Fleet Management Solutions,"['Data Security', 'Fleet Management', 'Gps']",2400000.0,USA,CA,2002-01-01 00:00:00.000000000,1,2006-09-12,2006-09-12,1
FleetCor Technologies,"['Business Services', 'Finance', 'FinTech']",175000000.0,USA,GA,2000-01-01 00:00:00.000000000,2,2005-07-07,2009-04-08,1
FleetMatics,"['Gps', 'Software']",93000000.0,USA,IL,2004-10-22 00:00:00.000000000,2,2008-08-10,2010-12-06,1
Flex Pharma,['Pharmaceuticals'],40000000.0,USA,MA,2014-01-01 00:00:00.000000000,1,2014-09-08,2014-09-08,1
Flexiant,['Enterprise Software'],10497161.0,GBR,H9,2009-12-09 00:00:00.000000000,2,2012-11-23,2013-04-07,1
Flexion Therapeutics,"['Biotechnology', 'Health Care']",107000000.0,USA,MA,2007-01-01 00:00:00.000000000,3,2009-10-01,2014-02-12,1
Flexis,['Software'],4000000.0,RUS,48,2006-01-01 00:00:00.000000000,1,2013-08-19,2013-08-19,0
FlexShopper,['E-Commerce'],109350000.0,USA,FL,2010-11-29 13:31:02.880490288,2,2015-03-12,2015-03-12,1
Flextrip,"['Finance', 'FinTech', 'Tourism', 'Travel']",350000.0,USA,CO,2010-09-01 00:00:00.000000000,2,2011-08-01,2011-11-01,1
Flextronics International,"['Electronics', 'Engineering Firms', 'Manufacturing', 'Networking']",200000000.0,SGP,unknown,1969-01-01 00:00:00.000000000,1,2003-03-03,2003-03-03,1
Flexus Biosciences,"['Bio-Pharm', 'Biotechnology', 'Medical']",53200000.0,USA,CA,2013-01-01 00:00:00.000000000,2,2014-12-17,2015-03-20,1
FlickIM,"['Chat', 'Messaging', 'Mobile']",1600000.0,USA,CA,2006-12-01 00:00:00.000000000,1,2007-03-01,2007-03-01,0
Flickme,['Games'],41358853.86867132,USA,CA,2011-01-01 00:00:00.000000000,1,2011-08-30,2011-08-30,0
Flickr,"['Photography', 'Photo Sharing', 'Social Media', 'Video']",41358853.86867132,USA,CA,2004-01-01 00:00:00.000000000,1,2004-06-01,2004-06-01,1
Fliggo,['Games'],41358853.86867132,USA,CA,2012-06-11 00:00:00.000000000,1,2009-01-01,2009-01-01,0
FlightCaster,['Travel'],1300000.0,USA,CA,2005-01-18 13:31:02.880490288,3,2009-05-01,2009-11-23,0
FlipKey,"['Reviews and Recommendations', 'Travel', 'Vacation Rentals']",500000.0,USA,MA,2007-01-01 00:00:00.000000000,2,2007-12-01,2008-08-20,1
Flipswap,"['Mobile', 'Recycling']",14000000.0,USA,CA,2005-01-01 00:00:00.000000000,1,2008-11-12,2008-11-12,0
Flipter,"['Big Data', 'Curated Web', 'Polling', 'Social Media']",60000.0,CHL,12,2010-01-01 00:00:00.000000000,2,2012-02-15,2013-09-01,1
Fliptop,"['Big Data', 'Enterprise Software', 'Predictive Analytics', 'Software']",8500000.0,USA,CA,2010-01-01 00:00:00.000000000,3,2011-06-28,2013-03-01,1
Flipzu,"['Audio', 'Broadcasting', 'Games', 'Music']",150000.0,ARG,7,2010-06-01 00:00:00.000000000,1,2011-05-13,2011-05-13,0
Fliqz,['Games'],13200001.0,USA,CA,2005-05-10 00:00:00.000000000,4,2006-01-01,2009-07-10,1
Flirtomatic,"['Mobile', 'Networking', 'Online Dating', 'Social Media']",12951579.9733927,GBR,H9,2006-01-01 00:00:00.000000000,3,2007-06-18,2010-11-24,0
Flix Innovations Ltd,"['Cloud Data Services', 'Film Distribution']",1106831.0,GBR,J1,2008-06-01 00:00:00.000000000,1,2015-04-15,2015-04-15,0
Flixlab,"['Entertainment', 'Games', 'Presentations', 'Video']",5102400.0,USA,CA,2010-01-01 00:00:00.000000000,7,2008-10-22,2011-03-22,0
Flixster,"['Entertainment', 'Networking', 'Social Media', 'Social Network Media', 'Video Streaming']",7175000.0,USA,CA,2006-01-20 00:00:00.000000000,3,2006-02-01,2008-04-04,1
Flocations,"['Big Data', 'Consumers', 'Travel']",623500.0,SGP,unknown,2012-05-01 00:00:00.000000000,3,2012-02-01,2012-12-14,1
Flock,"['Browser Extensions', 'Social Media', 'Software']",28300000.0,USA,CA,2005-01-01 00:00:00.000000000,5,2005-01-01,2008-05-22,1
Floop,['Social Media'],475000.0,USA,CT,2006-12-03 13:31:02.880490288,2,2011-03-16,2011-07-11,0
FlowCardia,['Health Care'],30000000.0,USA,CA,2002-01-01 00:00:00.000000000,1,2007-08-30,2007-08-30,1
Flowdock,"['Chat', 'Collaboration', 'Information Technology', 'Internet', 'Messaging', 'Productivity Software', 'Real Time', 'SaaS', 'Software']",650000.0,FIN,13,2009-12-23 00:00:00.000000000,1,2011-10-01,2011-10-01,1
Flowgram,"['Curated Web', 'Digital Media']",1300000.0,USA,CA,2007-06-01 00:00:00.000000000,1,2008-01-31,2008-01-31,0
FlowJob,"['Bridging Online and Offline', 'Online Shopping', 'Service Providers']",86547.0,GBR,R3,2010-01-01 00:00:00.000000000,1,2010-05-01,2010-05-01,0
FlowMedica,['Health Care'],20600000.0,USA,CA,2002-01-01 00:00:00.000000000,2,2004-10-11,2005-11-08,1
FlowPay,"['Finance', 'FinTech', 'Software', 'Venture Capital']",3800000.0,USA,DE,2011-04-20 00:00:00.000000000,2,2012-10-18,2014-02-20,1
Flowtown,['Analytics'],750000.0,USA,CA,2009-02-01 00:00:00.000000000,1,2010-08-25,2010-08-25,1
Flud,"['Enterprise Software', 'Mobile', 'News', 'Social Media']",2100000.0,USA,CA,2010-10-01 00:00:00.000000000,3,2011-04-13,2012-09-01,0
Fluent.ai,"['Speech Recognition', 'Technology']",414016.0,CAN,QC,2015-01-01 00:00:00.000000000,1,2015-05-01,2015-05-01,0
fluently,"['Enterprise Software', 'SaaS', 'Translation']",21214175.002838995,GBR,H9,2015-05-10 00:00:00.000000000,1,2015-06-01,2015-06-01,0
Fluidigm,['Biotechnology'],98203214.0,USA,CA,1999-01-01 00:00:00.000000000,6,2004-01-06,2011-01-21,1
fluIT Biosystems,['Curated Web'],767000.0,DEU,1,2002-04-20 13:31:02.880490288,1,2006-08-01,2006-08-01,0
Flurry,"['Advertising', 'Mobile']",73255000.0,USA,CA,2005-01-01 00:00:00.000000000,8,2007-03-08,2014-07-01,1
Fluther,['Curated Web'],600000.0,USA,CA,2007-01-01 00:00:00.000000000,1,2009-09-21,2009-09-21,1
Flutter.com,['Games'],15515606.656651298,SGP,unknown,1999-01-01 00:00:00.000000000,2,1999-10-01,2000-04-01,1
Flutter,"['Apps', 'Software']",1400000.0,USA,CA,2010-01-01 00:00:00.000000000,1,2012-06-07,2012-06-07,1
Flux Power,['Clean Technology'],1900000.0,USA,CA,2009-10-01 00:00:00.000000000,1,2014-03-13,2014-03-13,0
Fluxome,['Health and Wellness'],27739937.0108598,DNK,17,2001-08-19 13:31:02.880490288,3,2005-11-30,2011-12-19,1
FLXone,"['Advertising', 'Big Data', 'Software']",2651558.0,NLD,6,2012-02-01 00:00:00.000000000,1,2012-03-25,2012-03-25,1
Fly Labs,['iPhone'],750000.0,USA,NY,2011-02-05 13:31:02.880490288,1,2015-05-19,2015-05-19,1
Fly Media,"['Internet Marketing', 'Public Relations', 'Video']",1100000.0,USA,CA,1988-01-01 00:00:00.000000000,2,2011-04-07,2012-01-17,0
Fly Now Pay Later,"['Finance', 'FinTech']",1500000.0,SGP,unknown,2014-01-01 00:00:00.000000000,1,2015-06-01,2015-06-01,0
FlyCast,"['iPhone', 'Mobile']",2100000.0,USA,PA,2006-01-01 00:00:00.000000000,2,2008-01-01,2009-07-22,0
Flying Pig Digital,['Games'],25000.0,USA,NC,2010-01-01 00:00:00.000000000,1,2012-04-01,2012-04-01,0
Flypaper,['Software'],6629950.0,USA,OH,1998-01-01 00:00:00.000000000,3,2008-02-01,2013-11-04,1
FMI International,['Logistics'],49000000.0,USA,NJ,1999-01-04 13:31:02.880490288,1,2003-04-17,2003-04-17,0
Foamix,['Pharmaceuticals'],60000000.0,ISR,2,2003-01-01 00:00:00.000000000,1,2015-04-15,2015-04-15,1
FOBO,"['Hardware + Software', 'Local', 'Marketplaces', 'Mobile']",1600000.0,USA,CA,2008-07-07 13:31:02.880490288,2,2012-10-18,2014-04-24,1
FocalCast,"['Apps', 'Mobile', 'Wireless']",100000.0,SGP,unknown,2013-09-04 00:00:00.000000000,1,2015-02-15,2015-02-15,0
Focaltech Systems,['Electronics'],10754286.25,TWN,4,2005-10-18 13:31:02.880490288,1,2010-01-29,2010-01-29,1
Focus,"['Finance', 'FinTech']",12170000.0,USA,CA,2005-08-01 00:00:00.000000000,1,2008-03-06,2008-03-06,0
Focus Media,['Semiconductors'],3520000.0,SGP,unknown,1999-10-21 13:31:02.880490288,3,2004-02-01,2004-09-01,1
Foldax,['Manufacturing'],500000.0,USA,unknown,2013-01-01 00:00:00.000000000,2,2014-04-21,2015-06-16,0
Foldees,"['Crowdsourcing', 'Curated Web', 'Design', 'Gift Card', 'Portals']",40000.0,MYS,12,2007-08-31 00:00:00.000000000,1,2007-10-31,2007-10-31,0
Foldrx Pharmaceuticals,['Biotechnology'],29000000.0,USA,MA,2003-01-01 00:00:00.000000000,1,2010-06-15,2010-06-15,1
FolioDynamix,"['Finance', 'FinTech']",27500000.0,USA,NY,2007-01-01 00:00:00.000000000,3,2008-08-08,2012-05-15,1
Folkstr,['Social Media'],250000.0,SGP,unknown,2007-10-10 00:00:00.000000000,1,2008-03-23,2008-03-23,0
Followap,['Messaging'],20500000.0,GBR,N7,1999-01-01 00:00:00.000000000,3,2005-02-22,2006-11-01,1
Fondu,"['Curated Web', 'Location Based Services', 'Reviews and Recommendations']",575000.0,USA,NY,2010-02-01 00:00:00.000000000,1,2011-11-01,2011-11-01,1
Fonemesh,['Mobile'],250000.0,USA,CA,2008-04-01 00:00:00.000000000,2,2008-05-01,2008-06-01,0
FoneStarz Media,['Mobile'],6975497.0,GBR,C3,2001-12-28 13:31:02.880490288,1,2006-04-10,2006-04-10,1
Fonmatch,"['Apps', 'Chat', 'Mobile', 'Online Dating']",350000.0,USA,CA,2007-03-20 13:31:02.880490288,1,2011-07-01,2011-07-01,0
Food Brasil,['Hospitality'],110000.0,BRA,23,2010-07-10 00:00:00.000000000,1,2010-12-03,2010-12-03,0
Food on the Table,['Mobile'],2249999.0,USA,TX,2009-01-01 00:00:00.000000000,1,2009-08-28,2009-08-28,1
Food Quality Sensor International,['Hardware + Software'],5600000.0,USA,MA,2004-01-01 00:00:00.000000000,1,2007-08-27,2007-08-27,0
Food Runner,"['Delivery', 'Internet', 'Specialty Foods']",1500000.0,PHL,D9,2008-07-21 13:31:02.880490288,1,2012-11-01,2012-11-01,1
FoodBuzz,['Hospitality'],1750000.0,USA,CA,2005-04-29 13:31:02.880490288,2,2009-08-10,2010-04-29,1
FoodByNet,"['B2B', 'Consumer Goods', 'E-Commerce', 'Retail']",5000000.0,RUS,48,2008-12-19 13:31:02.880490288,1,2013-04-01,2013-04-01,0
FoodCrave Inc,['Delivery'],150000.0,USA,CA,2013-08-10 00:00:00.000000000,1,2013-08-10,2013-08-10,0
Foodily,"['Cooking', 'Hospitality', 'Recipes']",7720000.0,USA,CA,2010-01-01 00:00:00.000000000,2,2010-06-25,2013-04-01,1
Foodlo,"['Food Processing', 'Organic Food', 'Restaurants', 'Specialty Foods']",15515606.656651298,SGP,unknown,2015-04-22 00:00:00.000000000,1,2015-07-20,2015-07-20,0
FOODSCROOGE,"['E-Commerce', 'Group Buying']",200554.0,CAN,ON,2010-10-01 00:00:00.000000000,1,2011-02-01,2011-02-01,0
Foodspotting,"['Guides', 'Hospitality', 'Local', 'Location Based Services', 'Startups']",3750000.0,USA,NY,2009-09-01 00:00:00.000000000,2,2010-08-25,2011-01-10,1
Foodzie,"['E-Commerce', 'Finance', 'FinTech', 'Handmade', 'Local', 'Marketplaces', 'Organic Food']",1015000.0,USA,CA,2004-01-19 13:31:02.880490288,2,2008-05-01,2008-12-16,1
fooji,"['Delivery', 'E-Commerce', 'Hospitality', 'Internet', 'Local', 'Location Based Services', 'Mobile', 'Restaurants']",60000.0,USA,NY,2015-05-18 00:00:00.000000000,1,2015-09-03,2015-09-03,0
Foonz,"['Mobile', 'VoIP']",1080000.0,SGP,unknown,2002-10-13 13:31:02.880490288,1,2007-01-24,2007-01-24,0
Footbalistic,['Sports'],500000.0,USA,CA,2009-03-01 00:00:00.000000000,1,2010-06-09,2010-06-09,0
For Art's Sake Media,"['Art', 'Curated Web', 'Image Recognition', 'Media']",100000.0,SGP,unknown,2007-10-01 00:00:00.000000000,1,2008-01-01,2008-01-01,0
For Your Imagination,"['Entertainment', 'Games', 'Internet Marketing', 'Sales and Marketing', 'Video']",1300000.0,USA,NY,2007-01-15 00:00:00.000000000,1,2008-10-15,2008-10-15,0
Forbes Medi-Tech,['Life Sciences'],10750000.0,SGP,unknown,1999-09-26 13:31:02.880490288,1,2004-01-07,2004-01-07,1
Force10 Networks,['E-Commerce'],255067782.0,USA,CA,1999-01-01 00:00:00.000000000,6,2003-02-01,2009-12-09,1
ForeSee,"['Analytics', 'Customer Service', 'E-Commerce', 'Loyalty Programs']",20000000.0,USA,MI,2001-09-01 00:00:00.000000000,1,2007-04-04,2007-04-04,1
Foresight Biotherapeutics,['Biotechnology'],17000290.0,USA,NY,2008-01-01 00:00:00.000000000,2,2011-07-29,2013-11-13,1
Forhealth Technologies,"['Health Care', 'Medical Devices', 'Technology']",9000000.0,USA,FL,1998-01-01 00:00:00.000000000,1,2007-12-03,2007-12-03,1
Form.io,"['Developer APIs', 'Internet', 'Services']",500000.0,USA,TX,2015-03-06 00:00:00.000000000,1,2015-03-01,2015-03-01,0
Formabilio,"['Design', 'E-Commerce', 'Environmental Innovation', 'Startups']",4312218.087179526,ITA,20,2012-09-26 00:00:00.000000000,1,2014-05-07,2014-05-07,0
Formative Labs,['Clean Technology'],41358853.86867132,USA,CA,2010-01-01 00:00:00.000000000,2,2010-01-01,2010-10-10,0
Formspring,"['Curated Web', 'MicroBlogging', 'SaaS', 'Sales and Marketing', 'Social Network Media']",14255000.0,USA,CA,2009-11-25 00:00:00.000000000,3,2010-01-15,2011-01-11,1
Forrst,"['Curated Web', 'Design', 'Social Network Media']",205000.0,USA,CA,2010-01-25 00:00:00.000000000,1,2011-03-24,2011-03-24,1
Forseva,"['Information Technology', 'Software']",41358853.86867132,USA,IL,2009-01-01 00:00:00.000000000,1,2009-10-01,2009-10-01,1
Fortegra Financial,"['Finance', 'FinTech']",41358853.86867132,USA,FL,2003-03-09 13:31:02.880490288,1,2007-06-20,2007-06-20,1
Forticom,"['Communities', 'Networking', 'Social Media', 'Social Network Media', 'Software']",198594.5,LVA,25,1999-01-01 00:00:00.000000000,1,2009-01-01,2009-01-01,0
Fortify Software,['Software'],10000000.0,USA,CA,2002-10-01 00:00:00.000000000,2,2005-12-15,2007-11-01,1
Fortinet,"['Communications Hardware', 'Computers', 'Data Security', 'Enterprise Security', 'Information Security', 'Mobile Security', 'Network Security', 'Wireless']",80000000.0,USA,CA,2000-01-01 00:00:00.000000000,2,2003-08-29,2004-03-02,1
Fortisphere,"['Software', 'Virtualization']",10000000.0,USA,VA,2006-01-01 00:00:00.000000000,1,2007-11-19,2007-11-19,0
GeoIQ,['Analytics'],11500000.0,USA,VA,2005-07-07 00:00:00.000000000,3,2005-07-01,2010-08-26,1
Fortress Technologies,['Public Relations'],4170000.0,USA,MA,2002-12-10 13:31:02.880490288,1,2007-03-23,2007-03-23,1
Fosbury,"['Consumer Electronics', 'Finance', 'iOS', 'Mobile', 'Mobile Coupons', 'Wireless']",350000.0,USA,NY,2012-12-01 00:00:00.000000000,1,2013-08-05,2013-08-05,1
CoderBuddy,['Software'],15515606.656651298,SGP,unknown,2010-01-01 00:00:00.000000000,1,2011-10-01,2011-10-01,0
FOSHO,"['E-Commerce', 'Fashion', 'Retail', 'Women']",16000.0,GBR,H9,2015-02-26 00:00:00.000000000,1,2015-03-01,2015-03-01,0
Fotolia,"['Advertising', 'Photography']",225000000.0,USA,NY,2005-01-01 00:00:00.000000000,2,2009-05-01,2012-05-16,1
Fotolog,"['Networking', 'Photography', 'Photo Sharing', 'Social Media']",4099999.0,USA,NY,2002-05-01 00:00:00.000000000,1,2006-10-04,2006-10-04,1
Fotomoto,"['E-Commerce', 'Photography']",1822922.0,USA,CA,2008-10-01 00:00:00.000000000,3,2008-12-01,2011-05-26,1
Foundshopping.com,"['Mobile', 'Shopping']",80000.0,ZAF,unknown,2012-03-01 00:00:00.000000000,2,2012-03-01,2012-10-30,0
Foundation Medicine,['Health Care'],96500000.0,USA,MA,2010-01-01 00:00:00.000000000,4,2010-04-15,2013-01-08,1
FoundationDB,"['Analytics', 'Databases']",22650000.0,USA,VA,2009-01-01 00:00:00.000000000,2,2011-12-22,2013-11-12,1
Foundry Hiring,['Software'],41358853.86867132,USA,CA,2011-01-01 00:00:00.000000000,1,2011-01-01,2011-01-01,0
Fountain,"['Home & Garden', 'Internet', 'Software']",4000000.0,USA,CA,2013-11-01 00:00:00.000000000,2,2014-06-30,2014-10-23,1
Four K Entertainment,"['Mobile', 'Wireless']",41358853.86867132,USA,FL,2011-04-08 13:31:02.880490288,1,2015-07-20,2015-07-20,0
FOURward Thought,"['Collaboration', 'Consulting', 'Technology']",4000.0,SGP,unknown,2010-10-01 00:00:00.000000000,1,2010-10-01,2010-10-01,0
Fovea Pharmaceuticals,"['Bio-Pharm', 'Medical', 'Pharmaceuticals']",82690509.1220444,FRA,unknown,2002-11-30 13:31:02.880490288,2,2007-03-13,2007-12-18,1
.FOX Networks,['Advertising'],4912393.0,SGP,unknown,2002-10-05 13:31:02.880490288,1,2007-01-16,2007-01-16,0
FoxyTunes,"['Browser Extensions', 'Music', 'Search', 'Web Browsers']",15515606.656651298,SGP,unknown,2005-01-01 00:00:00.000000000,1,2005-01-01,2005-01-01,1
Fracktal works,['Consumer Electronics'],2980000.0,IND,19,2013-07-26 00:00:00.000000000,1,2015-06-18,2015-06-18,1
Framehawk,"['Android', 'Cloud Computing', 'Enterprise Software', 'iPad', 'iPhone', 'Mobility', 'Software', 'Tablets']",16500000.0,USA,CA,2008-08-01 00:00:00.000000000,2,2011-12-06,2012-01-13,1
Frankis Solutions Limited,"['Construction', 'Services']",3012255.0,GBR,G5,1999-01-01 00:00:00.000000000,1,2010-03-03,2010-03-03,0
Frankly Inc,['Messaging'],22300000.0,USA,CA,2013-02-01 00:00:00.000000000,3,2013-09-24,2014-10-07,1
Fraud Protection Network,['Software'],112500.0,USA,FL,2011-03-29 13:31:02.880490288,1,2015-07-10,2015-07-10,0
Fraud Sciences,['Security'],11000000.0,USA,CA,2003-06-20 13:31:02.880490288,1,2007-10-01,2007-10-01,1
Frayman Group,"['Enterprise Software', 'Risk Management']",41358853.86867132,USA,NY,2007-02-01 00:00:00.000000000,1,2007-02-01,2007-02-01,1
Frazr,['Web Hosting'],15515606.656651298,SGP,unknown,2003-01-18 13:31:02.880490288,1,2007-05-01,2007-05-01,0
FreakOut,['Advertising'],5414717.0,JPN,40,2010-10-01 00:00:00.000000000,2,2013-03-11,2014-05-15,1
Free & Clear,['Health and Wellness'],10000000.0,USA,WA,2005-09-20 13:31:02.880490288,1,2010-01-01,2010-01-01,1
Free Discount Coupons in India,"['Coupons', 'Discounts', 'Online Shopping']",15742.0,SGP,unknown,2015-02-12 00:00:00.000000000,1,2015-05-25,2015-05-25,0
Free-lance.ru,"['Employment', 'Freelancers', 'Moneymaking']",5000000.0,RUS,unknown,2005-01-01 00:00:00.000000000,1,2012-11-02,2012-11-02,0
Freebase,['Curated Web'],42000000.0,USA,CA,2003-10-05 13:31:02.880490288,1,2008-01-16,2008-01-16,1
FreeBike Project,['Advertising'],15000.0,USA,CA,2012-03-01 00:00:00.000000000,2,2013-08-01,2014-02-20,0
FreeBorders,['Consulting'],20000000.0,USA,CA,1999-01-01 00:00:00.000000000,1,2005-10-27,2005-10-27,1
FreeCharge,"['Internet', 'Payments']",113000000.0,IND,16,2010-01-01 00:00:00.000000000,2,2014-09-01,2015-02-05,1
"Freedom Scientific Holdings, LLC","['Assisitive Technology', 'Manufacturing']",41358853.86867132,USA,FL,2000-01-01 00:00:00.000000000,1,2000-04-10,2000-04-10,1
Freedom2,['Beauty'],1500000.0,USA,NJ,2002-12-15 13:31:02.880490288,1,2007-03-28,2007-03-28,0
FreeDrive,['Storage'],20000000.0,USA,IL,1993-01-01 00:00:00.000000000,1,2000-09-30,2000-09-30,1
